,box_width,box_height,kp_1_x,kp_1_y,kp_2_x,kp_2_y,kp_3_x,kp_3_y,kp_4_x,kp_4_y,kp_5_x,kp_5_y,kp_6_x,kp_6_y,kp_7_x,kp_7_y,kp_8_x,kp_8_y,kp_9_x,kp_9_y,kp_10_x,kp_10_y,kp_11_x,kp_11_y,kp_12_x,kp_12_y,kp_13_x,kp_13_y,kp_14_x,kp_14_y,kp_15_x,kp_15_y,kp_16_x,kp_16_y,kp_17_x,kp_17_y,exercise
18,0.30555555,0.7814815,0.65944743,0.12813628,0.6977745,0.11355598,0.6259281,0.10861144,0.7252946,0.1063875,0.531322,0.091003634,0.79480946,0.18098408,0.2988891,0.16305059,0.9248804,0.2839532,0.08790691,0.2611817,0.78022367,0.33275115,0.37482896,0.33088398,0.7084056,0.47079235,0.39006624,0.47305486,0.7632971,0.6580066,0.40126568,0.6833785,0.7271766,0.8692481,0.43838874,0.90977895,Squat
19,0.30092594,0.7824074,0.6524307,0.1241036,0.6949987,0.10901909,0.61698693,0.1046951,0.7324925,0.102903925,0.5296467,0.08904167,0.8049842,0.18099563,0.30333325,0.1620673,0.9262923,0.2849606,0.08337969,0.25763515,0.78655773,0.3342333,0.37175435,0.3306113,0.70899636,0.47148958,0.3866052,0.47291645,0.7630156,0.65774107,0.3948213,0.68119067,0.73176557,0.8687465,0.4320795,0.90735847,Squat
20,0.2935185,0.7824074,0.6586321,0.12532537,0.702989,0.109960675,0.6210789,0.105662175,0.74194056,0.102803424,0.5279012,0.08902693,0.80988353,0.18109594,0.29631296,0.16361867,0.92837214,0.28462002,0.08402415,0.26102445,0.80728364,0.33689752,0.37576023,0.33177724,0.7113621,0.4751578,0.3805164,0.477396,0.7717952,0.66210175,0.38982552,0.6853304,0.74608076,0.8712724,0.43349025,0.90895844,Squat
21,0.28055555,0.77685183,0.6961326,0.11014252,0.7332293,0.094270125,0.6546776,0.08919584,-1.0792079,-0.20500596,0.5208529,0.075963326,0.7996701,0.17021044,0.2697954,0.15841973,0.93237793,0.27037078,0.09810576,0.2672789,0.8331575,0.3268892,0.37464842,0.31861022,0.69736356,0.4559247,0.34341285,0.4587641,0.79441446,0.6756624,0.37852696,0.6860744,0.779478,0.88609254,0.42857367,0.8948175,Squat
22,0.27407408,0.7768519,0.68720967,0.10761731,0.7299628,0.09106059,0.6419102,0.086470336,-1.1182432,-0.20381404,0.5102838,0.07495043,0.8046279,0.17144594,0.2666377,0.16031738,0.9258816,0.27273488,0.101724155,0.27029407,0.84228873,0.32800436,0.38849637,0.32028055,0.6965742,0.459821,0.33608606,0.4629155,0.7975808,0.6769076,0.37390882,0.68702024,0.7847245,0.8873391,0.4264958,0.896084,Squat
23,0.27129626,0.7814815,0.6870961,0.10914597,0.7300859,0.09321598,0.64270794,0.08812425,-1.136519,-0.19668245,0.5077419,0.07796317,0.7957189,0.1768259,0.2595616,0.1661706,0.9195036,0.27469677,0.09919103,0.27680418,0.8506858,0.3313096,0.40096354,0.3287208,0.6970576,0.4647772,0.33736628,0.46843037,0.79888964,0.6796428,0.37205082,0.6903758,0.7855673,0.88833714,0.42595312,0.8976098,Squat
24,0.27129626,0.78333336,0.6680405,0.10380679,0.7127236,0.087995835,0.6235318,0.08325369,-1.136519,-0.19385342,0.49480984,0.07648119,0.7896114,0.17757374,0.25476098,0.16868395,0.91672045,0.27584857,0.09954948,0.2809521,0.8508343,0.33476257,0.39579698,0.33415225,0.6957263,0.4662743,0.3365748,0.47037634,0.79764396,0.6809722,0.3700868,0.6918731,0.7878096,0.88878757,0.42626202,0.89857453,Squat
25,0.27592593,0.787037,0.6577233,0.101995826,0.7040967,0.08534367,0.6093271,0.08099129,-1.1040268,-0.1882353,0.47778267,0.075586796,0.79415715,0.17991142,0.24988167,0.17053355,0.92191726,0.2856538,0.102742895,0.28785628,0.8399311,0.3447774,0.39414075,0.34162912,0.7054482,0.4673027,0.34051424,0.47098726,0.8066699,0.67966866,0.37904504,0.6897823,0.78517085,0.8878834,0.4372455,0.89701027,Squat
26,0.27962962,0.78888893,0.6506145,0.102251716,0.69729495,0.085787125,0.60385954,0.0813683,-1.076159,-0.185446,0.47838864,0.07632845,0.7917746,0.18049517,0.2562739,0.17292544,0.9157747,0.2860974,0.10227924,0.28818503,0.83712643,0.34839582,0.3657156,0.33322105,0.71355927,0.46843904,0.35549915,0.47302124,0.8116505,0.67997277,0.3903453,0.6914914,0.7843734,0.8875914,0.4464221,0.8988757,Squat
27,0.2851852,0.7925926,0.64999294,0.103757046,0.6961692,0.08771711,0.60628325,0.08300541,-1.0357143,-0.18107477,0.4906037,0.07687467,0.7982934,0.18116693,0.26950285,0.17035034,0.92476153,0.28836483,0.095543034,0.28247777,0.82983035,0.3446715,0.35735375,0.32705298,0.72390246,0.4672465,0.3714462,0.4708471,0.81575274,0.67868125,0.40303934,0.691534,0.78572357,0.8862544,0.455233,0.9013208,Squat
28,0.29259256,0.78888893,0.6406984,0.09861945,0.6870413,0.08280677,0.599809,0.07794554,0.7267025,0.08790331,0.4958218,0.072882205,0.80384254,0.17923218,0.28049934,0.16776499,0.9307609,0.28817448,0.09916308,0.2781004,0.8104699,0.34466788,0.35687986,0.3215938,0.7362904,0.4683462,0.3886763,0.47167644,0.8219141,0.67751706,0.41388208,0.69163465,0.7884926,0.8863961,0.46644124,0.9042911,Squat
29,0.2916667,0.7907407,0.641178,0.09777157,0.68501323,0.08119394,0.59699595,0.07740456,-0.9968253,-0.18384075,0.4859396,0.07368387,0.8028948,0.17836218,0.27476946,0.16894326,0.9351784,0.28869957,0.0955836,0.27853972,0.80941135,0.34244603,0.34321043,0.31567997,0.73602486,0.46728757,0.38540673,0.4711324,0.8158507,0.6772906,0.41083,0.69148284,0.78534174,0.886153,0.46219608,0.9019225,Squat
30,0.2888889,0.78981483,0.63081676,0.09612167,0.6731195,0.079206035,0.5846185,0.07643396,-1.0224359,-0.1852286,0.47136644,0.07528645,0.7963787,0.17706764,0.26101205,0.17296515,0.93213373,0.28518412,0.08292173,0.28453982,0.8031244,0.34316576,0.33729818,0.31716332,0.73033404,0.46549422,0.37491482,0.4712477,0.80918413,0.6772138,0.39878443,0.6928731,0.7773416,0.8868753,0.44811973,0.9013104,Squat
31,0.2888889,0.78981483,0.6162473,0.097340375,0.6610193,0.08017865,0.5681357,0.07748587,0.70292616,0.0861643,0.4547054,0.07700735,0.7920061,0.17924526,0.25239164,0.17563623,0.93195486,0.28672653,0.08662482,0.28862953,0.80436796,0.34361663,0.34145707,0.3243883,0.725387,0.46694654,0.36692885,0.4724543,0.8049221,0.67821795,0.39134026,0.693191,0.76884454,0.8872236,0.44256747,0.9017293,Squat
32,0.2888889,0.7907407,0.60692066,0.09408211,0.65054077,0.07740882,0.56032664,0.074695766,0.69060844,0.08506932,0.44972134,0.07598081,0.7841701,0.17932713,0.2513069,0.17675681,0.9340034,0.28581616,0.092540026,0.29006708,0.8063528,0.3447794,0.341983,0.32822463,0.7236438,0.46718445,0.36973846,0.47292504,0.80488706,0.6771633,0.39620763,0.69256455,0.76962674,0.8861555,0.44538832,0.90154034,Squat
33,0.28981483,0.7907407,0.60631305,0.09483323,0.65248,0.077756085,0.5575322,0.07515929,0.69791824,0.08531982,0.44585973,0.076615855,0.79019105,0.17963608,0.25128868,0.17793542,0.934313,0.28561935,0.093572855,0.2919235,0.8039354,0.34462607,0.34079948,0.3299019,0.72718287,0.46706206,0.36927456,0.47314832,0.81243205,0.67629397,0.3991963,0.692349,0.7680881,0.88504994,0.44811422,0.90204996,Squat
34,0.29166666,0.78981483,0.60078365,0.0940965,0.6468016,0.07652485,0.5501641,0.07473656,0.69480765,0.08469423,0.43988302,0.07791808,0.79193497,0.18003586,0.24826404,0.18012634,0.93271285,0.28547508,0.08725875,0.29286993,0.7995024,0.34480333,0.34685746,0.32584533,0.72955364,0.46675104,0.36866623,0.47374037,0.8147588,0.67645186,0.39934886,0.6934928,0.7667083,0.88490015,0.44789663,0.90153825,Squat
35,0.2925926,0.78981483,0.6063393,0.09321667,0.6503191,0.07539659,0.5548837,0.07411738,0.69603217,0.08320455,0.4424685,0.077713475,0.7936146,0.17908736,0.25621375,0.17990077,0.9347844,0.28529242,0.10021635,0.29166397,0.8044385,0.3451676,0.35086834,0.32415825,0.7358822,0.46653128,0.37890944,0.47375357,0.8158278,0.676494,0.406403,0.6939728,0.7716567,0.8845631,0.45079044,0.9011194,Squat
36,0.29814813,0.7916666,0.61020786,0.10177883,0.64978045,0.0836176,0.55850905,0.08312855,0.69012296,0.08870088,0.45706725,0.08629612,0.79710305,0.18901758,0.27123252,0.18375623,0.9259476,0.29049915,0.08154543,0.27803156,0.8016483,0.34555405,0.34821525,0.33088484,0.7525057,0.47642788,0.40723702,0.48118502,0.8081484,0.67770725,0.4333273,0.6942044,0.7606065,0.8846925,0.4490858,0.90387046,Squat
37,0.3009259,0.7925926,0.61709976,0.102093026,0.6551672,0.08360553,0.5649104,0.08329979,-0.9507693,-0.17640187,0.4607097,0.0858203,0.79898304,0.18888173,0.27317712,0.18294652,0.9259249,0.29122606,0.07951405,0.2764514,0.8045752,0.3460492,0.34426335,0.32864177,0.75711626,0.47717154,0.4128318,0.48195174,0.8097072,0.678485,0.43863636,0.69506925,0.7618688,0.8849023,0.4549063,0.9037914,Squat
38,0.30555558,0.7935185,0.61957794,0.102009095,0.65718454,0.08340969,0.5674632,0.08316176,0.6945275,0.08833203,0.46319082,0.0861671,0.7993809,0.19015072,0.27562398,0.18352225,0.9252272,0.2931083,0.07675067,0.27593097,0.8021755,0.3478547,0.3416428,0.32748738,0.7581672,0.4777617,0.41586927,0.4825279,0.80962306,0.6788752,0.44183773,0.695806,0.7620085,0.8857264,0.45981377,0.90458125,Squat
39,0.3074074,0.79351854,0.6265582,0.09967983,0.6636428,0.080606714,0.572725,0.08072036,-0.9096385,-0.17619602,0.46485588,0.08363598,0.80687183,0.18775548,0.27976426,0.18022166,0.9334493,0.29327175,0.082346275,0.27053466,0.80256736,0.34983698,0.3424119,0.32345673,0.7637037,0.4762541,0.41931817,0.48064604,0.815182,0.677677,0.4469629,0.69449997,0.76861274,0.8847897,0.4649025,0.9032609,Squat
40,0.31203702,0.79537034,0.63155776,0.10264497,0.6678324,0.083945416,0.5788881,0.08362244,-0.8813057,-0.17229338,0.4690205,0.08644216,0.80534613,0.19146271,0.2842877,0.18271966,0.9335141,0.29668635,0.08763345,0.27099928,0.80141914,0.35279134,0.33020887,0.3233431,0.7665275,0.47954085,0.4262025,0.48352012,0.8182897,0.68003416,0.45265532,0.6964602,0.773126,0.88620144,0.47365734,0.90472203,Squat
41,0.31574073,0.79444444,0.63264763,0.10093871,0.671536,0.08241358,0.5804195,0.08177886,0.71123284,0.08843736,0.47444555,0.08516441,0.81219596,0.19252056,0.2952443,0.18081582,0.9367147,0.29955447,0.09680673,0.26572677,0.80063146,0.35392192,0.32385546,0.31921133,0.7687049,0.4794021,0.43088427,0.4820089,0.8205531,0.6807855,0.45610368,0.69615144,0.7776839,0.8858989,0.48086002,0.90524906,Squat
42,0.31574073,0.79722226,0.633259,0.10168383,0.67187715,0.083141506,0.58068603,0.08240267,-0.85923755,-0.1707317,0.4727174,0.08514968,0.8132786,0.19315647,0.29329395,0.17964034,0.9389749,0.30205217,0.09386492,0.2628679,0.79523283,0.35567847,0.31398997,0.31766763,0.7688714,0.4800156,0.42936018,0.48171136,0.8205101,0.6816797,0.45563278,0.6958741,0.7767955,0.8861281,0.47999156,0.90460515,Squat
43,0.31574073,0.79722226,0.63441885,0.101664856,0.67282265,0.08319528,0.5821401,0.082388185,-0.85923755,-0.1707317,0.47471336,0.085270055,0.8137005,0.19397525,0.29655743,0.17985249,0.93857193,0.30389628,0.09599631,0.26261532,0.7923657,0.356846,0.30588302,0.31744897,0.7684965,0.48077568,0.4309513,0.48202726,0.81969494,0.6821633,0.45738983,0.6957645,0.77675533,0.8860185,0.4797166,0.9041964,Squat
44,0.31666666,0.79537034,0.63697225,0.101223014,0.67458075,0.082964,0.5857655,0.08199654,-0.85380113,-0.17229338,0.47935978,0.085096635,0.8139238,0.19417657,0.29807803,0.18045597,0.93844527,0.30317512,0.09584032,0.26547867,0.79277515,0.35682437,0.31484973,0.32255393,0.7703668,0.4813103,0.43394104,0.48273575,0.819633,0.6832647,0.45815265,0.69666564,0.7758018,0.88772047,0.48087057,0.9050769,Squat
45,0.31666666,0.7935185,0.6370472,0.09889318,0.6748774,0.08063387,0.58645105,0.07952068,0.712021,0.08708648,0.48161897,0.08272297,0.8147642,0.19313952,0.29878247,0.17910519,0.9386866,0.30326667,0.09052239,0.2645752,0.79273057,0.35604656,0.30270705,0.31965503,0.77022934,0.48127967,0.43429923,0.48255256,0.8190315,0.6835177,0.45738882,0.6966496,0.77541816,0.88765436,0.4800035,0.90477824,Squat
46,0.31388888,0.7925926,0.63253343,0.097673535,0.67170656,0.07960391,0.58209205,0.07820393,0.71001786,0.08650656,0.4776761,0.08157881,0.8135461,0.1924077,0.29231587,0.17936182,0.9373396,0.3020056,0.08350073,0.26749986,0.78796685,0.35335952,0.29561713,0.32132536,0.76825845,0.48104608,0.42887974,0.4825663,0.8185589,0.6835616,0.45151064,0.6966803,0.7724664,0.8876651,0.4763233,0.90528333,Squat
47,0.3111111,0.7916666,0.6240127,0.09635898,0.6645837,0.07826628,0.5731315,0.07696947,0.70565176,0.0859313,0.47048527,0.08137482,0.8120352,0.19254865,0.28757286,0.18058738,0.93675697,0.3008754,0.07891605,0.26754588,0.7856737,0.35305688,0.28745657,0.31929907,0.76694304,0.48050332,0.42560902,0.48229298,0.8175333,0.68335694,0.4480068,0.6967557,0.7701489,0.8873598,0.4730733,0.90553415,Squat
48,0.31018516,0.79351854,0.62045443,0.096793994,0.6611334,0.07875206,0.5699469,0.07722469,0.7020856,0.08641807,0.46804777,0.081449345,0.80902773,0.19358289,0.2843,0.18169612,0.9319794,0.30304113,0.077474274,0.2712484,0.7791665,0.35273454,0.28687182,0.3216347,0.76576793,0.48227653,0.42415932,0.48396835,0.81786007,0.684255,0.44701087,0.6969388,0.7697702,0.8871581,0.47092238,0.90449387,Squat
49,0.3111111,0.79351854,0.62303656,0.09686009,0.6634776,0.07862268,0.57250893,0.077205494,0.70370346,0.08597553,0.46978435,0.08147571,0.8104914,0.19294563,0.28614306,0.18303563,0.93261945,0.3026437,0.07790256,0.2738585,0.7736091,0.35378417,0.27590737,0.32149875,0.7673007,0.4814121,0.42642605,0.48386633,0.8197349,0.6838431,0.44997892,0.69780654,0.7706822,0.88607883,0.47362173,0.9048408,Squat
50,0.31296295,0.7925926,0.627923,0.09686272,0.6671235,0.07874376,0.57817304,0.07708406,0.70471716,0.086152814,0.4744799,0.08107958,0.81211495,0.19339724,0.28963774,0.18247823,0.93543327,0.3030959,0.08275276,0.2714128,0.77087283,0.35465524,0.279541,0.3188745,0.77013725,0.48314708,0.43080196,0.48509836,0.821191,0.6860275,0.45370665,0.6991453,0.7701807,0.88839334,0.4760641,0.9058047,Squat
51,0.3166667,0.7925926,0.62677395,0.09771388,0.6660656,0.07977977,0.5780891,0.07795488,0.70460033,0.08744083,0.47792396,0.08181594,0.811184,0.19465733,0.2967769,0.18171193,0.9352867,0.3020096,0.088419534,0.2665002,0.77864736,0.35196647,0.2823609,0.31717622,0.76945823,0.48393852,0.43576878,0.48510745,0.8186802,0.6863836,0.45819354,0.6989247,0.7688273,0.8884494,0.47905314,0.9059634,Squat
52,0.31851855,0.7935185,0.6234584,0.097725525,0.66240925,0.07963789,0.57445174,0.07793571,0.7011223,0.0869985,0.47393975,0.08192826,0.8104559,0.19371937,0.2932244,0.18232527,0.9383239,0.30054355,0.08149894,0.26797524,0.7827072,0.35412845,0.26106915,0.31942838,0.7667053,0.4838913,0.4321756,0.48536822,0.81684065,0.6867668,0.45680586,0.69906294,0.76253694,0.8892698,0.4756738,0.9059193,Squat
53,0.32037038,0.79444444,0.6207945,0.09973554,0.6584439,0.08192114,0.5732643,0.079935625,0.69346535,0.088864714,0.4717862,0.08307154,0.80278325,0.19349794,0.2880018,0.18344265,0.9394477,0.29635853,0.07633365,0.26811996,0.79231757,0.34897324,0.24639897,0.31605262,0.763896,0.48462164,0.43154964,0.48683342,0.8151784,0.6871332,0.45597658,0.70043844,0.76120234,0.8888389,0.4770047,0.9067031,Squat
54,0.3212963,0.79537034,0.61890835,0.09964155,0.6569323,0.08182476,0.57162356,0.07959454,-0.83861667,-0.17345752,0.47182396,0.08174251,0.7967957,0.19252951,0.28920123,0.1815296,0.93352735,0.29202682,0.07753767,0.26768005,0.81640035,0.33326578,0.24658398,0.31328487,0.7597512,0.48335162,0.43189237,0.4854815,0.8144469,0.68615854,0.45876616,0.6987995,0.7639792,0.8869302,0.47746533,0.9048303,Squat
55,0.32037038,0.79351854,0.612087,0.09670605,0.65088916,0.07866841,0.5645453,0.07664892,0.6889036,0.08566769,0.46752176,0.07954551,0.7946849,0.19137818,0.28400984,0.17997259,0.93609023,0.29186955,0.068813264,0.27056578,0.81485933,0.32121894,0.25932977,0.31486812,0.7541135,0.4812295,0.42388096,0.48330688,0.81169945,0.683998,0.45405868,0.6972315,0.764298,0.88642406,0.4741549,0.9053205,Squat
56,0.32129627,0.79444444,0.6101809,0.10008727,0.65005386,0.08130685,0.5616186,0.07993302,0.69234383,0.087605596,0.46887174,0.08296584,0.80065846,0.1946532,0.2845221,0.18255757,0.9353719,0.29901135,0.059324842,0.27480495,0.79612637,0.32228577,0.28025416,0.3159852,0.7507699,0.4812766,0.41760457,0.48330668,0.807098,0.6816023,0.45186484,0.69601524,0.7574115,0.88617265,0.47329104,0.90607774,Squat
57,0.31203705,0.7962963,0.603295,0.09954039,0.63982,0.08092547,0.5550795,0.07994595,0.67232233,0.0872627,0.45509657,0.084376685,0.7959939,0.19039963,0.2577571,0.18884127,0.9285918,0.2958658,0.058856227,0.29832155,0.6938259,0.31443536,0.3204753,0.32998264,0.75100917,0.48101395,0.40039688,0.48588422,0.81065947,0.6795046,0.43171665,0.69545424,0.75298107,0.8885705,0.46404424,0.9077492,Squat
58,0.28888887,0.7925926,0.6012486,0.093784116,0.64128876,0.07540376,0.5471648,0.07424365,-1.0192308,-0.17990655,0.42004067,0.07963499,0.78242105,0.18395686,0.21974762,0.18430072,0.9143331,0.29428092,0.08227831,0.3100378,0.6802138,0.3136243,0.38401684,0.32627246,0.73231983,0.47142947,0.35311842,0.4778358,0.81706136,0.68239534,0.39051583,0.69746006,0.78751725,0.8920752,0.45714924,0.9032035,Squat
59,0.2694444,0.79722226,0.58280253,0.09820157,0.62952596,0.08035263,0.5256577,0.07794942,-1.1512029,-0.17305459,0.39058167,0.08061666,0.76486015,0.18586019,0.17519815,0.18575913,0.8597982,0.29596734,0.08922179,0.32831115,0.60029674,0.3023651,0.5108087,0.3472859,0.72086,0.47486472,0.31527883,0.48154128,0.81776637,0.6865628,0.35182357,0.7010302,0.7852531,0.8932492,0.43114266,0.90471596,Squat
